[(44.3553580926579, -101.940579037745),
(44.37148578182, -101.567627394461),
(44.3865695633546, -101.194503980303),
(44.4006086423423, -100.821220187849),
(44.4364505263424, -99.7005208979205),
(44.4834048262162, -97.0820862932872),
(44.4682009519253, -93.7136694610086),
(44.4442434504109, -92.5917220119093),
(44.4108565035567, -91.4707241999143),
(44.3680560188169, -90.3509862937422),
(44.3158623125541, -89.2328164665478),
(44.1309576885262, -86.2610103077466),
(44.1031896906004, -85.8907552771111),
(44.0743917292126, -85.5208080538474),
(44.0137118643487, -84.7818802299133),
(43.9489304702766, -84.0443126544973),
(43.3244936701151, -78.495226868117),
(43.1217050349888, -77.0523689009456),
(43.0685469120813, -76.6930066098817),
(42.8461446596679, -75.2612360293711),
(42.788114404842, -74.9047568401494),
(42.7291174786166, -74.5488802267987),
(42.5463533440704, -73.4849496449138),
(42.1235999087127, -120.774062114151),
(42.3246956669409, -119.72268235727),
(42.4540327402639, -119.018436066888),
(43.8555504790988, -108.918576238268),
(43.8911240795353, -108.550948662384),
(43.9256783986957, -108.18294286016),
(43.9917222829333, -107.445838519941),
(44.0536687721769, -106.707347745404),
(44.1388785161271, -105.597199341251),
(44.1905280334702, -104.855618635329),
(44.3206091669126, -102.624732269137),
(44.3386508678432, -102.252138841921),
(44.355650302301, -101.879352827389),
(44.3716065771149, -101.506385557233),
(44.3865188525628, -101.133248396501),
(44.413208315506, -100.386510017971),
(44.4681501712361, -98.1434082287858),
(44.4814640743484, -97.0208044287109),
(44.4757850180677, -94.4008291773898),
(44.4647148115044, -93.6525370732413),
(44.457606158598, -93.2784943719984),
(44.4494489577126, -92.9045359944213),
(44.4402436419457, -92.5306734888057),
(44.4186906741351, -91.7832821955685),
(44.3785143540381, -90.6632018665609),
(44.3630325235168, -90.2901559625963),
(44.310329273007, -89.1721201668936),
(44.1240754778176, -86.2007509203038),
(44.0671747646734, -85.4606755877189),
(44.0371813621443, -85.0911130476419),
(44.006161287437, -84.7218816063487),
(43.9741161191178, -84.3529919512248),
(43.9410474828833, -83.9844547086818),
(43.0573878237433, -76.6349292387292),
(42.9478200798086, -75.9181001495232),
(42.8343563316159, -75.2035833193023),
(42.7761698994209, -74.8472136901461),
(42.7170172576938, -74.4914479621089),
(42.0630694055531, -121.068397893318),
(42.1996592151372, -120.369324603892),
(43.4944127534732, -112.151756797611),
(43.6664134459213, -110.69369073119),
(43.8222838289795, -109.22861830466),
(43.8587163516056, -108.861331278843),
(43.894131136161, -108.493657267774),
(43.9619004285897, -107.757190004937),
(43.9942515189159, -107.388417775348),
(44.1133944731764, -105.909986393651),
(44.1919353094336, -104.797955231635),
(44.386310683748, -101.075385930664),
(44.4000160813972, -100.702080095853),
(44.434856152809, -99.5813367295556),
(44.461262055953, -93.5948115143718),
(44.4456727545072, -92.8468635101961),
(44.4144301796303, -91.7257026075383),
(44.4019225071241, -91.3522313092806),
(44.3581283020736, -90.2327248379212),
(44.3237140059741, -89.4872573339528),
(44.3049440408016, -89.1148186447438),
(44.2851334907587, -88.742591701846),
(44.1174167838215, -86.1438699629392),
(44.0893231705724, -85.7737376120581),
(44.0602001371422, -85.4039164497584),
(44.0300491734655, -85.0344172702497),
(43.9988718175874, -84.6652508100155),
(43.9666696551344, -84.2964277460491),
(43.9334443187719, -83.9279586941134),
(43.1526445766796, -77.2990095144224),
(43.0466937415699, -76.5801332334809),
(42.8230687245244, -75.1491917646618),
(42.7647349864898, -74.7929264397535),
(42.6451728586496, -74.0822196270396),
(41.9307444822681, -121.713282174743),
(42.1394241169301, -120.66751020638),
(42.4684149160517, -118.910996453359),
(42.9451209010378, -116.067492269708),
(43.5862776598467, -111.370072313072),
(43.8252491423621, -109.174753481577),
(43.8615323044333, -108.807422186334),
(43.8967975049298, -108.439705456541),
(43.9642669861296, -107.703157443068),
(44.0869155941187, -106.225899066605),
(44.115008078907, -105.855779673129),
(44.1420697420496, -105.485359973014),
(44.1680991915897, -105.114650869401),
(44.3390246402287, -102.13988427068),
(44.3713517469233, -101.394076272127),
(44.3859494768896, -101.020916927841),
(44.3995022806166, -100.647602547224),
(44.4650607517442, -98.031024194365),
(44.4695458707225, -94.2886929751881),
(44.4218683181917, -92.0450974155955),
(44.3975959326647, -91.2980879828053),
(44.3691414375052, -90.5516596002157),
(44.3365108349927, -89.8059035680788),
(44.2367109848906, -87.9450495307389),
(44.0827436263392, -85.720291049581),
(44.0534721558477, -85.3505289712614),
(44.0231730151758, -84.9810904068609),
(43.99184774907, -84.6119860832281),
(43.9594979497731, -84.2432266674768),
(43.2942222291343, -78.3261230121309),
(43.2445442870182, -77.9648974780707),
(43.0359769247504, -76.5253542432075),
(42.9258140917858, -75.8089248209562),
(42.8117586641843, -75.0948179838131),
(42.5097272733359, -73.3201610190881),
(42.6608453729005, -117.796917875034),
(43.7910423920949, -109.487865085263),
(43.86432631657, -108.753508660742),
(43.8994419067587, -108.385749443444),
(43.9666115273528, -107.649121145015),
(44.0596869840387, -106.541562426989),
(44.1165995635393, -105.801570397713),
(44.1693882430097, -105.060383652605),
(44.339098537604, -102.08545081919),
(44.3989662145151, -100.593125842679),
(44.4573868385895, -98.3506112612598),
(44.4684747603837, -97.6024005726535),
(44.4724447795697, -97.2282149116636),
(44.4382121158988, -92.7383348058633),
(44.4285412525343, -92.3645587652309),
(44.4178231256136, -91.9908952209111),
(44.4060583026973, -91.6173556702634),
(44.3793911125848, -90.8706944225558),
(44.3644901532818, -90.4975955970662),
(44.3315574313466, -89.7519185057761),
(44.2944561638855, -89.0070110703257),
(44.2531941240812, -88.2629634817524),
(44.2310054732772, -87.8912901443055),
(44.2077799236319, -87.5198653014415),
(44.1318941901233, -86.4071923670828),
(44.0761426540299, -85.6668548409389),
(44.0467227894681, -85.2971520641054),
(44.0162755157309, -84.9277743307785),
(43.984802384253, -84.5587323581376),
(43.2842332638291, -78.2708833565133),
(43.0252373846407, -76.4705922963696),
(42.8580867625835, -75.3971173383726),
(42.800426162284, -75.0404620036279),
(42.7417980280967, -74.6844058372776),
(41.8755468258482, -121.957777002472),
(42.1545438552983, -120.564090139033),
(43.7941130621857, -109.434036323003),
(43.8670983849804, -108.699590736227),
(43.9020643387675, -108.331789262782),
(43.9360101306471, -107.963615897815),
(43.9689340496926, -107.595081145335),
(44.0615581548015, -106.487414554327),
(44.0903784028015, -106.117540548473),
(44.118168925312, -105.747358602501),
(44.1706551376395, -105.006114394695),
(44.3391501877196, -102.031017266919),
(44.3984078836962, -100.538650018001),
(44.4409345882032, -99.0440393811744),
(44.4489475183718, -98.6701222823361),
(44.4559120169014, -98.2961224713673),
(44.4632590197293, -94.1799786711273),
(44.4432238862078, -93.0579291470082),
(44.4246258999119, -92.3103324070752),
(44.388876932182, -91.1898221577433),
(44.3265821976257, -89.6979413465313),
(44.3084013968004, -89.3254279140968),
(44.2689177381489, -88.5810282986812),
(44.1255692573236, -86.3536521272514),
(44.0695202606257, -85.6134290169035),
(44.0093566823719, -84.8744690722819),
(43.8410288387091, -83.0331568306781),
(43.3236522689509, -78.5805089216461),
(43.0688746365615, -76.7779794651105),
(42.9042300262519, -75.7030686487853),
(42.8474004415618, -75.3459196931262),
(42.7896011188676, -74.989362538812),
(42.7308346744446, -74.6334057293924),
(42.0247188189453, -121.210776347745),
(42.1620728437189, -120.512363319733),
(43.3252381013858, -113.389277035147),
(43.8698485066525, -108.645668446967),
(43.9046647980991, -108.277824948869),
(43.9384607140789, -107.909611121951),
(43.9712345506061, -107.541037478599),
(44.0029846498278, -107.172114595047),
(44.0337094005892, -106.802853109686),
(44.0634072389834, -106.433263721337),
(44.1197161624878, -105.693144322603),
(44.171899874072, -104.951843130953),
(44.1964413824481, -104.580776701244),
(44.3219087997097, -102.349253830139),
(44.3554076611188, -101.603729321039),
(44.3705921583811, -101.23070219495),
(44.4206885279874, -92.2561123350184),
(44.409666746983, -91.8825103370961),
(44.3975985302587, -91.5090356460347),
(44.3551219173244, -90.3894899325931),
(44.2634690295373, -88.5271910429374),
(44.242018074047, -88.1553745218077),
(44.0915645749792, -85.9299144721141),
(44.0628764531264, -85.5600136082083),
(44.0331599299204, -85.1904300858893),
(44.0024165223569, -84.821174661611),
(43.9706477952068, -84.4522580331124),
(43.3142118905952, -78.5284972512159),
(43.1117928468508, -77.0857529047976),
(43.058727113392, -76.7264163246675),
(42.9496596200829, -76.0094258599856),
(42.8936628878797, -75.6517896924448),
(42.7787562544816, -74.9382790796195),
(42.7198515641088, -74.5824217874976),
(42.65998281336, -74.2271744472048),
(42.02302229138, -121.206747313228),
(42.1603543083428, -120.50834345118),
(42.2276121829726, -120.158118465757),
(43.5957135598575, -111.20548391668),
(43.6376102285705, -110.840529715296),
(43.7951051361169, -109.376394938162),
(43.8319461910597, -109.009332406212),
(43.8677704356371, -108.64187885388),
(43.9025760760385, -108.274044660458),
(43.9363613634172, -107.905840272373),
(44.0008641120692, -107.168363023707),
(44.0315783057167, -106.799111376743),
(44.0612656122041, -106.429531958924),
(44.1175535502533, -105.689432895344),
(44.1441512963591, -105.318934932294),
(44.1697163853918, -104.94815256019),
(44.3369137929805, -101.972981606099),
(44.3531317204082, -101.600138904426),
(44.4449803596617, -93.3742615245439),
(44.437091959191, -93.0003607741087),
(44.4281555846071, -92.6265528978803),
(44.4181717097197, -92.2528494236968),
(44.4071408633849, -91.8792618600432),
(44.3950636293144, -91.5058016939375),
(44.3819406458647, -91.1324803888261),
(44.3677726058081, -90.7593093824903),
(44.3525602560831, -90.3863000849648),
(44.3006656250193, -89.2683560860453),
(44.2169071226416, -87.7807145158542),
(44.0889004093975, -85.9269082630323),
(44.0602040830503, -85.5570231699469),
(43.9997279025388, -84.8182159568728),
(43.9679511305054, -84.4493152878274),
(43.8664855717286, -83.3447524666558),
(43.3109501921372, -78.5225320173001),
(42.8902744200339, -75.6459991942269),
(42.8332902676877, -75.2889697044047),
(42.7753368636138, -74.9325333010389),
(42.7164168280388, -74.5766985105665),
(41.8783308854905, -121.907802620942),
(42.0194273614857, -121.212222980255),
(42.156788469385, -120.513865757353),
(43.5057143360736, -111.940081653404),
(43.54963569415, -111.576061720526),
(43.5925540791744, -111.211579992657),
(43.8647290333959, -108.648115796583),
(43.8995518263907, -108.280301147745),
(43.9333543358864, -107.912116152613),
(43.9661348580343, -107.543571320876),
(43.9978917350999, -107.174677226066),
(44.0583281569878, -106.435883850384),
(44.1146512830479, -105.695821825629),
(44.1412667213902, -105.325342132842),
(44.1668495672517, -104.954577862125),
(44.1913985006997, -104.583539984985),
(44.3169124072812, -102.352187396497),
(44.379768720586, -100.860559558738),
(44.4426916579547, -98.6188457879295),
(44.455284265836, -97.870836074365),
(44.4495123214937, -93.7551242932537),
(44.4426916579547, -93.3811542120704),
(44.4348226373733, -93.0072652412676),
(44.4049298844269, -91.8862003443358),
(44.3504275009784, -90.3932808104661),
(44.2588293832432, -88.5311048378026),
(44.2373896021882, -88.1593124565987),
(44.1146512830479, -86.3041781743709),
(44.08700462192, -85.9339939795918),
(44.0583281569878, -85.5641161496159),
(44.0286233560269, -85.1945554961343),
(43.9978917350999, -84.8253227739341),
(43.9661348580343, -84.4564286791242),
(43.3094570513653, -78.529720133532),
(43.107053536956, -77.087071598746),
(42.9449326324673, -76.0108152452329),
(42.8889401322236, -75.6532024106249),
(42.831975773035, -75.2961738240656),
(42.7740421448285, -74.9397381083435),
(42.0120327819243, -121.236704270228),
(42.7801716257838, -117.007726107483),
(43.5000960992222, -111.965976703531),
(43.6700410740135, -110.507346848444),
(43.8946532286741, -108.306628279428),
(43.9285286509036, -107.938482617085),
(43.9613822465371, -107.569976389535),
(44.0537956991958, -106.462400304067),
(44.0825458491235, -106.092558108518),
(44.1626127046995, -104.981232299221),
(44.1872358820665, -104.610227003858),
(44.3763551672184, -100.887529053095),
(44.4016673990885, -100.140815985501),
(44.4142798946441, -92.2870834158805),
(44.4033450971972, -91.9135114967),
(44.3491489291318, -90.4206015943706),
(44.1142125495065, -86.3314560465468),
(44.0866419468483, -85.9612629619843),
(44.0580414752338, -85.5913754214212),
(44.0284125986665, -85.2218042395106),
(43.9660757277524, -84.4836539246634),
(43.9333709008996, -84.115096130135),
(43.3101717863897, -78.5533497425271),
(43.2611171003316, -78.1918756199888),
(43.1080272108736, -77.1106141582801),
(43.0550299536545, -76.7512779030696),
(43.0010531254565, -76.3924988384954),
(42.9460992210656, -76.0342858728378),
(42.8901707669795, -75.6766478219454),
(42.8332703206469, -75.3195934082576),
(42.7754004697028, -74.9631312598617),
(42.7165638312, -74.6072699095858),
(41.9331350926184, -121.615519099342),
(43.7811096380016, -109.441666353213),
(43.8541359504117, -108.707368691239),
(43.8891227551872, -108.339641058878),
(43.9230896357828, -107.971541444763),
(43.9560348814142, -107.603080345875),
(44.0188538552485, -106.865116000486),
(44.0487243941672, -106.49563406164),
(44.0775669206445, -106.125833249868),
(44.1053799594516, -105.755724365464),
(44.1579119171214, -105.014625855021),
(44.1826281309736, -104.643658099175),
(44.326599402896, -102.040104807938),
(44.3430049726145, -101.667334452911),
(44.3583672802171, -101.294389412177),
(44.3859589299099, -100.54802079207),
(44.4285911422543, -99.0536895961871),
(44.4366310164902, -98.6798417144343),
(44.443622683704, -98.305910849981),
(44.4583050096147, -97.1837359684948),
(44.4611006928537, -96.809588839064),
(44.4635434456793, -96.0612308807781),
(44.4390346070903, -93.4425270868743),
(44.4225929430213, -92.6948652124669),
(44.4019614832462, -91.9476124173013),
(44.3771445956366, -91.2008606806541),
(44.3631682206363, -90.827701353254),
(44.3481475224312, -90.4547016110509),
(44.3320832916839, -90.0818728362175),
(44.3149763726959, -89.7092263794449),
(44.2574087274138, -88.5924939094027),
(44.2138347198335, -87.8491236809757),
(44.1142585722625, -86.36546726134),
(44.0867827689071, -85.9952599082644),
(44.0582770056319, -85.6253570810631),
(43.9981814850639, -84.8865082221611),
(43.9665947910129, -84.5175836561427),
(42.8929336801836, -75.709840824669),
(42.7783439717109, -74.9962398205285),
(42.7195973150719, -74.6403349971556),
