[(44.2804260315038, -103.430441201095),
(43.2250729475615, -77.7727344265668),
(42.6082342535042, -73.8389683464314),
(41.8423579369445, -122.1662712668),
(42.0546887108798, -121.123161004466),
(42.9886151646703, -115.818241637585),
(43.2009480595852, -114.380701124199),
(43.25157299233, -114.019954203811),
(43.7030996123568, -110.385097259212),
(44.4357130532948, -99.6392292011318),
(44.4453946267996, -99.2654140865656),
(42.3324849578381, -119.66754419857),
(42.3974791708518, -119.315657895615),
(43.0491452629241, -115.403553351036),
(43.1025666972027, -115.044366273736),
(43.2064634272562, -114.3243441011),
(42.8317363617834, -116.782005250541),
(42.8889143673555, -116.425041937395),
(43.0546093109943, -115.350668769639),
(43.107886144072, -114.991412620161),
(43.1601814203892, -114.631605479973),
(43.2114926994369, -114.271256419457),
(44.2618687603137, -103.629140273058),
(42.5720534723629, -73.6738464013254),
(41.4971665072376, -123.734738434106),
(41.5730585827035, -123.391080334087),
(42.5999496170569, -118.151530026069),
(42.8377543300815, -116.729401212072),
(43.0600520547181, -115.297775820277),
(43.1131842437572, -114.938450804292),
(43.2165005411926, -114.21816099187),
(43.6323157263105, -110.951642217059),
(44.2625511967211, -103.574776745398),
(44.4328900845403, -99.4723521190257),
(42.6216497512033, -73.97412476159),
(42.5601349744493, -73.6199164852132),
(41.429282254983, -124.026873510111),
(41.5817078384541, -123.340106299924),
(41.6565486240198, -122.995613235144),
(41.803471109082, -122.304441721095),
(42.3539390173887, -119.511650996631),
(42.9006425398139, -116.319676478155),
(43.0654734885536, -115.24487453374),
(43.550864965525, -111.627376394454),
(43.7560973400375, -109.800659763684),
(44.2632114219511, -103.520412142357),
(44.4318736516639, -99.4178622222693),
(43.173742417524, -77.4973848076243),
(42.6104110283464, -73.9233268379816),
(41.4381822770404, -123.976082697515),
(41.5147161474212, -123.632972722454),
(41.5903369469475, -123.28911973147),
(42.0938642465119, -120.861913403847),
(42.3610488865729, -119.459665277717),
(42.9064748545993, -116.266980361818),
(42.962250337712, -115.909212596386),
(43.017050762681, -115.550871178279),
(43.0708736069774, -115.191964940851),
(43.1237163799198, -114.83250280977),
(44.2199476162404, -104.209447730824),
(44.4208792342731, -99.7370937945087),
(41.4365736638212, -123.972022326472),
(41.8100271941971, -122.249127574437),
(42.9046244055761, -116.263026906673),
(42.9603889271309, -115.905265567366),
(43.0151783984368, -115.546930713315),
(43.0689902976403, -115.188031177946),
(43.1218221347388, -114.828575886976),
(43.1736714523359, -114.46857385739),
(44.4284988996123, -99.3598558479131),
(42.5956874854616, -73.8668673920585),
(41.4328654737704, -123.977309030609),
(41.6597338022946, -122.945838704787),
(42.7867647451597, -116.982545098099),
(42.9012396559802, -116.268822500547),
(43.0118249169445, -115.552770580691),
(43.0656525656665, -115.193893027073),
(43.1185002290002, -114.834459611246),
(43.1703654493316, -114.474479347745),
(43.6753736048206, -110.481270684023),
(44.4159412503611, -99.7402232098819),
(44.425905677266, -99.366531075029),
(41.5772433924606, -123.3145062577),
(41.9418847282431, -121.584783415805),
(42.8947832762004, -116.294112688017),
(43.0055061463199, -115.578167654499),
(43.0594029210757, -115.219342665743),
(43.1123199221604, -114.859961219269),
(43.1642546899467, -114.500032322209),
(43.2152047980884, -114.139565071977),
(43.6290631641294, -110.87267823203),
(43.7100100397447, -110.141582806443),
(43.8238437775253, -109.041795958402),
(43.9932123547376, -107.201120164662),
(44.2548902694771, -103.49567525719),
(44.4127544313464, -99.7672617278314),
(42.5960008021839, -73.8973832532148),
(42.534279785906, -73.5433745288121),
(41.4156385713552, -124.031486148152),
(41.5680871463214, -123.344862148192),
(41.7898863560996, -122.309413662),
(42.0033653469701, -121.267514199264),
(42.2084445738189, -120.219356053226),
(42.4686827051981, -118.81242421206),
(42.7725127775265, -117.039377800376),
(42.9981922625801, -115.610077996465),
(43.0521759330855, -115.251315821675),
(43.9879568273044, -107.234268323288),
(44.398186817266, -100.17462004512),
(42.5992136098315, -73.9303589307812),
(41.5554959898799, -123.390844651795),
(42.8201949901367, -116.730855110611),
(42.8772323060187, -116.373909511624),
(43.04250469903, -115.299598956902),
(43.0956405450291, -114.940366854403),
(43.8107451638462, -109.124312404489),
(42.6051926898285, -73.979448030132),
(42.8089349199619, -116.785246225987),
(43.0851235543078, -114.995258716707),
(43.137427654122, -114.635573414281),
(43.188748113671, -114.275346440228),
(44.2395546345518, -103.63683197134),
